fecha,producto,categoria,cantidad,precio_unitario,total,cliente_id,region,vendedor
2024-10-02,Laptop HP,Laptops,5,7430.12,37150.6,CLI-53845,Piura,Pánfilo Segovia Casanovas
2025-04-10,Impresora Epson,Impresoras,9,1121.84,10096.56,CLI-84133,Lima Centro,Ileana Antón-Andrés
2025-11-25,Monitor ASUS,Monitores,10,2052.81,20528.1,CLI-65508,Arequipa,Jacobo del Agudo
2024-05-04,Webcam Logitech,Periféricos,1,253.93,253.93,CLI-41492,Cusco,Jacobo del Agudo
2025-12-05,Laptop HP,Laptops,3,5016.65,15049.95,CLI-56363,Chiclayo,Jacobo del Agudo
2025-04-07,Laptop Lenovo,Laptops,5,5040.69,25203.45,CLI-70734,Lima Norte,Constanza del Barba
2025-03-17,Monitor LG,Monitores,1,2342.46,2342.46,CLI-25012,Lima Sur,Ani Marcos Pardo
2025-09-04,Monitor ASUS,Monitores,4,2013.28,8053.12,CLI-82185,Lima Norte,Jacobo del Agudo
2023-12-19,Teclado Logitech,Periféricos,7,380.17,2661.19,CLI-32052,Lima Sur,Constanza del Barba
2024-03-04,Monitor ASUS,Monitores,2,1399.37,2798.74,CLI-78738,Lima Sur,Felicidad Gallego Lasa
2024-01-02,RAM Corsair,Componentes,1,458.88,458.88,CLI-84126,Lima Sur,Rolando del Bernal
2024-09-01,Monitor Samsung,Monitores,2,1655.33,3310.66,CLI-37713,Chiclayo,Ani Marcos Pardo
2024-07-21,Auriculares Sony,Periféricos,9,915.78,8242.02,,Trujillo,Jerónimo Pino Lerma
2024-05-15,SSD Kingston,Almacenamiento,8,300.49,2403.92,CLI-22346,Cusco,Marco Donoso Hierro
2025-06-27,Impresora HP,Impresoras,1,1534.13,1534.13,CLI-54521,Lima Este,Javi Patiño-Cánovas
2025-08-28,Impresora Epson,Impresoras,10,1772.93,17729.3,CLI-18803,Chiclayo,Celia Baños-Arroyo
2025-06-06,Monitor LG,Monitores,9,2344.65,21101.85,CLI-72861,Lima Centro,Felicidad Gallego Lasa
2025-02-19,Mouse Logitech,Periféricos,6,290.36,1742.16,CLI-50762,Lima Norte,César Guerrero Vazquez
2024-04-05,Impresora HP,Impresoras,3,668.99,2006.97,CLI-72491,Lima Centro,Albano Llopis Hierro
2024-10-04,Laptop Dell,Laptops,3,5531.6,16594.8,CLI-90614,Arequipa,Marco Donoso Hierro
2024-08-13,Monitor LG,Monitores,4,1029.96,4119.84,CLI-30380,Lima Norte,Arturo Pinto Caballero
2024-10-17,Laptop Lenovo,Laptops,5,4033.1,20165.5,CLI-46537,Lima Este,Alba Mar Flor Rivas
2024-04-16,Impresora HP,Impresoras,2,505.66,1011.32,CLI-57173,Lima Este,Albano Llopis Hierro
2024-01-31,Monitor LG,Monitores,1,1016.89,1016.89,CLI-93105,Lima Este,Buenaventura de Bonet
2024-08-14,Mouse Logitech,Periféricos,3,104.75,314.25,CLI-27196,Lima Centro,Toribio de Pinto
2025-02-15,RAM Corsair,Componentes,6,532.72,3196.32,CLI-26671,Lima Sur,Casemiro Garrido-Navarro
2025-09-28,Auriculares Bose,Periféricos,4,253.86,1015.44,CLI-27123,Chiclayo,Ileana Antón-Andrés
2025-09-11,SSD Samsung,Almacenamiento,6,731.8,4390.8,CLI-63367,Arequipa,Celia Baños-Arroyo
2025-03-26,Teclado Logitech,Periféricos,1,372.87,372.87,CLI-17528,Trujillo,Constanza del Barba
2024-02-16,Teclado Razer,Periféricos,8,282.77,2262.16,CLI-56643,Cusco,Jerónimo Pino Lerma
2024-04-05,Monitor Samsung,Monitores,10,1713.36,17133.6,CLI-27304,Lima Sur,Albano Llopis Hierro
2025-05-08,Monitor ASUS,Monitores,10,952.42,9524.2,CLI-99474,Lima Sur,Javi Patiño-Cánovas
2025-08-16,Mouse Razer,Periféricos,7,266.3,1864.1,CLI-15357,Lima Centro,Jerónimo Pino Lerma
2025-06-14,Impresora HP,Impresoras,4,590.93,2363.72,CLI-13823,Arequipa,Casemiro Garrido-Navarro
2023-12-30,Impresora Epson,Impresoras,5,507.01,2535.05,CLI-60737,Cusco,Jacobo del Agudo
2025-09-21,Monitor LG,Monitores,10,937.97,9379.7,CLI-36610,Lima Sur,Rolando del Bernal
2025-05-24,RAM Corsair,Componentes,1,375.49,375.49,CLI-58089,Cusco,Marco Donoso Hierro
2025-07-24,Auriculares Bose,Periféricos,7,1293.86,9057.02,CLI-61544,Piura,Buenaventura de Bonet
2024-08-17,  Webcam Logitech  ,Periféricos,4,465.19,1860.76,CLI-30050,Lima Sur,Jerónimo Pino Lerma
2024-05-09,Impresora HP,Impresoras,7,979.28,6854.96,CLI-17922,Arequipa,Jerónimo Pino Lerma
2024-10-07,Mouse Razer,Periféricos,5,125.13,625.65,CLI-14741,Piura,Rolando del Bernal
2025-02-25,Webcam Logitech,Periféricos,4,458.19,1832.76,CLI-89253,Lima Este,Casemiro Garrido-Navarro
2023-12-15,SSD Samsung,Almacenamiento,6,205.12,1230.72,CLI-94832,Cusco,Jacobo del Agudo
2025-09-03,SSD Kingston,Almacenamiento,4,277.69,1110.76,CLI-32143,Cusco,Alba Mar Flor Rivas
2024-12-09,SSD Samsung,Almacenamiento,2,253.08,506.16,CLI-29248,Arequipa,Paco Rocamora Nieto
2024-08-16,SSD Samsung,Almacenamiento,3,751.78,2255.34,CLI-55026,Chiclayo,Pánfilo Segovia Casanovas
2025-07-20,Mouse Logitech,Periféricos,3,75.35,226.05,CLI-77461,Chiclayo,Buenaventura de Bonet
2025-02-12,Impresora Epson,Impresoras,8,1918.63,15349.04,CLI-87872,Lima Sur,Constanza del Barba
2024-06-22,SSD Samsung,Almacenamiento,3,583.68,1751.04,CLI-50781,Lima Sur,Constanza del Barba
2025-10-24,Webcam Logitech,Periféricos,5,249.27,1246.35,CLI-83361,Trujillo,Casemiro Garrido-Navarro
2025-10-28,Monitor LG,Monitores,5,2410.3,12051.5,CLI-34465,Trujillo,Buenaventura de Bonet
2024-03-10,Auriculares Bose,Periféricos,9,506.61,4559.49,CLI-42181,Arequipa,Paco Rocamora Nieto
2025-06-02,Laptop Dell,Laptops,4,2926.52,11706.08,CLI-57951,Chiclayo,Javi Patiño-Cánovas
2024-12-17,Webcam Logitech,Periféricos,1,318.24,318.24,CLI-45006,Trujillo,Toribio de Pinto
2024-02-21,Webcam Logitech,Periféricos,10,453.81,4538.1,CLI-75454,Trujillo,Toribio de Pinto
2025-06-04,Webcam Logitech,Periféricos,10,470.45,4704.5,CLI-45160,Trujillo,Paco Rocamora Nieto
2025-06-23,Auriculares Bose,Periféricos,4,767.56,3070.24,CLI-83966,Piura,Arturo Pinto Caballero
2025-05-16,Webcam Logitech,Periféricos,7,569.04,3983.28,CLI-87941,Chiclayo,Celia Baños-Arroyo
2025-05-16,Laptop Lenovo,Laptops,7,3647.42,25531.94,CLI-46746,Lima Centro,Ileana Antón-Andrés
2025-07-03,Monitor ASUS,Monitores,6,1285.44,7712.64,CLI-12900,Chiclayo,Albano Llopis Hierro
2024-01-03,Auriculares Sony,Periféricos,10,1392.18,13921.8,CLI-50153,Chiclayo,Ileana Antón-Andrés
2025-01-16,Auriculares Sony,Periféricos,3,1188.54,3565.62,CLI-88111,Lima Centro,Pánfilo Segovia Casanovas
2025-04-08,Auriculares Bose,Periféricos,10,695.67,6956.7,CLI-49595,Piura,Jacobo del Agudo
2024-01-27,Monitor Samsung,Monitores,4,823.03,3292.12,CLI-46199,Lima Centro,Casemiro Garrido-Navarro
2025-09-24,Auriculares Bose,Periféricos,10,1483.49,14834.9,CLI-44825,Lima Centro,Celia Baños-Arroyo
2025-01-13,Monitor Samsung,Monitores,5,889.49,4447.45,CLI-97516,Arequipa,Marco Donoso Hierro
2024-12-30,Teclado Logitech,Periféricos,4,417.06,1668.24,CLI-30632,Cusco,César Guerrero Vazquez
2024-08-29,Mouse Razer,Periféricos,6,271.53,1629.18,CLI-37982,Lima Norte,Toribio de Pinto
2023-12-30,SSD Samsung,Almacenamiento,4,594.67,2378.68,CLI-70017,Lima Este,César Guerrero Vazquez
2024-12-13,Laptop HP,Laptops,1,5437.87,5437.87,CLI-99949,Lima Sur,Javi Patiño-Cánovas
2024-02-21,Impresora HP,Impresoras,6,1871.6,11229.6,CLI-28623,Lima Sur,Ileana Antón-Andrés
2024-12-01,Auriculares Bose,Periféricos,9,780.62,7025.58,CLI-83004,Arequipa,Pánfilo Segovia Casanovas
2024-08-16,Monitor ASUS,Monitores,4,1416.67,5666.68,CLI-96237,Arequipa,Jacobo del Agudo
2025-10-16,SSD Samsung,Almacenamiento,9,678.51,6106.59,CLI-44047,Arequipa,Javi Patiño-Cánovas
2025-09-17,Laptop Dell,Laptops,2,5234.71,10469.42,CLI-94255,Lima Centro,Albano Llopis Hierro
2024-03-29,Impresora HP,Impresoras,7,1674.61,11722.27,CLI-29344,Lima Este,Toribio de Pinto
2025-07-31,SSD Kingston,Almacenamiento,8,279.23,2233.84,CLI-66357,Cusco,Pánfilo Segovia Casanovas
2024-11-18,SSD Samsung,Almacenamiento,4,316.99,1267.96,CLI-10446,Lima Sur,Arturo Pinto Caballero
2024-04-28,Laptop Dell,Laptops,1,7587.5,7587.5,CLI-92483,Trujillo,Alba Mar Flor Rivas
2024-01-28,SSD Kingston,Almacenamiento,9,237.73,2139.57,CLI-58167,Trujillo,Felicidad Gallego Lasa
2024-12-08,Laptop Dell,Laptops,1,2639.24,2639.24,CLI-29920,Piura,Jacobo del Agudo
2025-06-25,Monitor LG,Monitores,2,1325.62,2651.24,CLI-51915,Piura,Paco Rocamora Nieto
2024-11-24,Monitor Samsung,Monitores,7,845.0,5915.0,CLI-49468,Lima Este,Jerónimo Pino Lerma
2025-10-02,Monitor Samsung,Monitores,4,2097.21,8388.84,CLI-79348,Lima Sur,Javi Patiño-Cánovas
2024-06-10,Monitor ASUS,Monitores,1,1137.38,1137.38,CLI-35967,Cusco,Constanza del Barba
2025-11-14,Auriculares Bose,Periféricos,6,1121.94,6731.64,CLI-77908,Cusco,Jacobo del Agudo
2025-04-02,Laptop HP,Laptops,10,6046.81,60468.1,CLI-85446,Piura,Casemiro Garrido-Navarro
2025-11-25,Auriculares Bose,Periféricos,3,1134.88,3404.64,CLI-90657,Trujillo,Paco Rocamora Nieto
2025-04-17,Teclado Razer,Periféricos,3,167.59,502.77,CLI-93877,Piura,Casemiro Garrido-Navarro
2025-09-20,Teclado Logitech,Periféricos,9,341.36,3072.24,CLI-32846,Lima Norte,Soraya Núñez Lamas
2024-06-17,Auriculares Bose,Periféricos,8,1098.55,8788.4,CLI-39105,Trujillo,Casemiro Garrido-Navarro
2024-04-30,Monitor LG,Monitores,4,1519.49,6077.96,CLI-21417,Chiclayo,Ani Marcos Pardo
2024-02-16,Laptop Dell,Laptops,8,4684.03,37472.24,CLI-16416,Chiclayo,Toribio de Pinto
2025-03-26,Laptop Dell,Laptops,9,3530.91,31778.19,CLI-89578,Piura,César Guerrero Vazquez
2024-01-20,Impresora HP,Impresoras,3,1727.62,5182.86,CLI-36201,Cusco,Buenaventura de Bonet
2024-10-09,Monitor Samsung,Monitores,1,1635.37,1635.37,CLI-30443,Cusco,César Guerrero Vazquez
2024-07-07,Auriculares Bose,Periféricos,9,488.94,4400.46,CLI-83174,Chiclayo,Jacobo del Agudo
2024-01-27,Laptop Lenovo,Laptops,8,6164.21,49313.68,CLI-92610,Cusco,Arturo Pinto Caballero
2024-07-05,Impresora Epson,Impresoras,5,1646.96,8234.8,CLI-72714,Lima Este,Pánfilo Segovia Casanovas
2024-01-25,SSD Kingston,Almacenamiento,5,278.61,1393.05,CLI-37501,Lima Este,Alba Mar Flor Rivas
2024-11-01,Monitor LG,Monitores,3,2363.39,7090.17,CLI-76631,Lima Norte,César Guerrero Vazquez
2024-10-26,Mouse Razer,Periféricos,5,299.28,1496.4,CLI-55364,Chiclayo,Jerónimo Pino Lerma
2025-05-24,Monitor LG,Monitores,3,1103.68,3311.04,CLI-56365,Cusco,
2025-01-24,Webcam Logitech,Periféricos,3,519.47,1558.41,CLI-90993,Trujillo,Paco Rocamora Nieto
2025-06-22,  Auriculares Bose  ,Periféricos,1,1370.28,1370.28,CLI-41751,Piura,Casemiro Garrido-Navarro
2025-04-11,Laptop Lenovo,Laptops,2,5423.65,10847.3,CLI-45593,Cusco,Javi Patiño-Cánovas
2024-08-29,Mouse Logitech,Periféricos,2,256.92,513.84,CLI-10827,Piura,Pánfilo Segovia Casanovas
2024-01-20,Teclado Razer,Periféricos,9,479.91,4319.19,CLI-25994,Chiclayo,Pánfilo Segovia Casanovas
2025-10-06,Monitor LG,Monitores,1,2310.41,2310.41,CLI-19402,Lima Este,Celia Baños-Arroyo
2024-06-26,Monitor ASUS,Monitores,7,1923.87,13467.09,CLI-76678,Arequipa,Celia Baños-Arroyo
2024-10-01,Teclado Razer,Periféricos,10,431.27,4312.7,CLI-72066,Trujillo,Celia Baños-Arroyo
2024-12-13,Laptop Lenovo,Laptops,6,6517.74,39106.44,CLI-72409,Lima Norte,Ani Marcos Pardo
2024-01-31,Auriculares Sony,Periféricos,5,939.28,4696.4,CLI-32843,Lima Sur,Ani Marcos Pardo
2025-10-15,Laptop Lenovo,Laptops,7,7875.45,55128.15,CLI-45083,Lima Sur,Ileana Antón-Andrés
2024-11-17,Auriculares Sony,Periféricos,6,756.74,4540.44,CLI-12216,Lima Sur,Jerónimo Pino Lerma
2024-09-18,Webcam Logitech,Periféricos,10,593.14,5931.4,CLI-87454,Trujillo,Toribio de Pinto
2024-04-19,Impresora Epson,Impresoras,8,972.4,7779.2,CLI-34230,Lima Norte,Javi Patiño-Cánovas
2024-12-24,Laptop HP,Laptops,3,2599.88,7799.64,CLI-32115,Cusco,Jacobo del Agudo
2025-03-05,Laptop HP,Laptops,2,5925.12,11850.24,CLI-95462,Piura,César Guerrero Vazquez
2025-01-26,Monitor LG,Monitores,2,1054.44,2108.88,CLI-19606,Lima Este,Jerónimo Pino Lerma
2025-03-08,Teclado Razer,Periféricos,7,462.37,3236.59,CLI-91304,Cusco,Toribio de Pinto
2025-01-12,Impresora Epson,Impresoras,10,1435.63,14356.3,CLI-63213,Lima Norte,Jerónimo Pino Lerma
2024-11-25,Impresora HP,Impresoras,8,744.99,5959.92,CLI-31623,Cusco,Javi Patiño-Cánovas
2024-06-22,RAM Corsair,Componentes,4,185.96,743.84,CLI-88897,Lima Centro,Alba Mar Flor Rivas
2025-05-05,SSD Kingston,Almacenamiento,7,604.97,4234.79,CLI-13711,Piura,Pánfilo Segovia Casanovas
2025-11-21,Impresora HP,Impresoras,9,1394.62,12551.58,CLI-95032,Chiclayo,Rolando del Bernal
2025-05-06,Auriculares Bose,Periféricos,4,1292.86,5171.44,CLI-37263,Arequipa,Paco Rocamora Nieto
2024-12-24,Monitor Samsung,Monitores,10,955.88,9558.8,CLI-60099,Trujillo,Soraya Núñez Lamas
2025-05-28,Teclado Logitech,Periféricos,1,481.53,481.53,CLI-98095,Trujillo,Jacobo del Agudo
2024-09-12,Teclado Razer,Periféricos,2,157.89,315.78,CLI-30780,Lima Sur,Jerónimo Pino Lerma
2024-03-07,Laptop Lenovo,Laptops,6,7131.91,42791.46,CLI-55757,Piura,Celia Baños-Arroyo
2025-02-20,Mouse Logitech,Periféricos,5,190.76,953.8,CLI-69781,Arequipa,Javi Patiño-Cánovas
2024-03-03,Laptop HP,Laptops,1,2506.55,2506.55,CLI-65163,Chiclayo,Toribio de Pinto
2025-02-26,Webcam Logitech,Periféricos,5,289.13,1445.65,CLI-97212,Cusco,Javi Patiño-Cánovas
2025-08-21,Webcam Logitech,Periféricos,5,407.58,2037.9,CLI-87736,Piura,Soraya Núñez Lamas
2024-06-15,Laptop Lenovo,Laptops,7,6989.19,48924.33,CLI-60548,Trujillo,Rolando del Bernal
2025-06-24,Laptop Dell,Laptops,5,7218.46,36092.3,CLI-14328,Lima Norte,Rolando del Bernal
2024-10-09,Teclado Razer,Periféricos,6,225.89,1355.34,CLI-38913,Piura,Paco Rocamora Nieto
2024-11-06,Laptop Dell,Laptops,10,6565.13,65651.3,CLI-45703,Cusco,Constanza del Barba
2024-03-28,Monitor ASUS,Monitores,8,1550.35,12402.8,CLI-24406,Trujillo,Alba Mar Flor Rivas
2024-03-04,Webcam Logitech,Periféricos,4,294.49,1177.96,CLI-16494,Trujillo,Jerónimo Pino Lerma
2024-11-13,SSD Kingston,Almacenamiento,1,307.55,307.55,CLI-55844,Lima Sur,Jacobo del Agudo
2025-10-20,Impresora HP,Impresoras,3,1140.28,3420.84,CLI-98397,Lima Este,Rolando del Bernal
2024-10-11,Mouse Razer,Periféricos,4,296.86,1187.44,CLI-51158,Arequipa,Felicidad Gallego Lasa
2024-10-22,Impresora Epson,Impresoras,10,1621.52,16215.2,CLI-90179,Cusco,Ani Marcos Pardo
2025-03-14,Mouse Razer,Periféricos,7,214.36,1500.52,CLI-42507,Arequipa,Pánfilo Segovia Casanovas
2025-08-22,Mouse Logitech,Periféricos,5,236.33,1181.65,CLI-50290,Arequipa,Ileana Antón-Andrés
2025-02-22,Mouse Razer,Periféricos,10,80.33,803.3,CLI-84630,Lima Este,Constanza del Barba
2024-06-01,Teclado Razer,Periféricos,5,210.32,1051.6,CLI-69099,Arequipa,Casemiro Garrido-Navarro
2025-11-19,Mouse Logitech,Periféricos,7,115.95,811.65,CLI-78920,Chiclayo,Jacobo del Agudo
2025-03-12,Monitor LG,Monitores,4,881.17,3524.68,CLI-53016,Chiclayo,Rolando del Bernal
2024-12-07,Monitor LG,Monitores,10,2029.02,20290.2,CLI-38642,Chiclayo,Felicidad Gallego Lasa
2025-03-15,Mouse Logitech,Periféricos,2,112.29,224.58,CLI-23580,Lima Norte,Jerónimo Pino Lerma
2024-01-26,SSD Kingston,Almacenamiento,3,236.72,710.16,CLI-32719,Lima Sur,Javi Patiño-Cánovas
2024-12-09,Laptop Dell,Laptops,8,4297.53,34380.24,CLI-77970,Trujillo,Paco Rocamora Nieto
2025-09-03,Mouse Razer,Periféricos,7,142.64,998.48,CLI-71946,Lima Centro,Alba Mar Flor Rivas
2025-03-03,Laptop Dell,Laptops,4,2555.88,10223.52,CLI-49553,Arequipa,Jerónimo Pino Lerma
2024-09-20,SSD Samsung,Almacenamiento,5,428.9,2144.5,CLI-18400,Lima Centro,Constanza del Barba
2025-09-28,Teclado Razer,Periféricos,10,121.84,1218.4,CLI-13589,Lima Centro,
2024-02-10,Monitor Samsung,Monitores,3,2123.93,6371.79,CLI-36743,Piura,Pánfilo Segovia Casanovas
2024-02-28,Webcam Logitech,Periféricos,6,387.94,2327.64,CLI-87975,Cusco,Paco Rocamora Nieto
2025-10-31,Auriculares Sony,Periféricos,10,638.6,6386.0,CLI-98806,Piura,Albano Llopis Hierro
2025-09-26,Impresora Epson,Impresoras,7,1953.36,13673.52,CLI-20339,Lima Este,Ileana Antón-Andrés
2025-02-01,Mouse Logitech,Periféricos,6,188.14,1128.84,CLI-34792,Arequipa,Pánfilo Segovia Casanovas
2024-12-20,Webcam Logitech,Periféricos,7,249.58,1747.06,CLI-19499,Lima Este,Marco Donoso Hierro
2025-05-22,Impresora Epson,Impresoras,6,476.89,2861.34,CLI-36830,Arequipa,
2025-11-08,Teclado Logitech,Periféricos,7,163.03,1141.21,CLI-97916,Lima Centro,Buenaventura de Bonet
2024-05-25,Teclado Razer,Periféricos,4,224.01,896.04,CLI-48371,Lima Centro,Arturo Pinto Caballero
2024-01-14,SSD Samsung,Almacenamiento,4,593.61,2374.44,CLI-12453,Arequipa,Casemiro Garrido-Navarro
2024-05-08,SSD Kingston,Almacenamiento,10,449.41,4494.1,CLI-98447,Cusco,Marco Donoso Hierro
2025-08-27,Laptop HP,Laptops,1,5536.93,5536.93,CLI-95344,Trujillo,Alba Mar Flor Rivas
2025-11-07,Mouse Logitech,Periféricos,7,238.32,1668.24,CLI-16569,Lima Centro,Ileana Antón-Andrés
2025-03-06,RAM Corsair,Componentes,8,550.17,4401.36,CLI-18442,Piura,Arturo Pinto Caballero
2024-01-18,Teclado Logitech,Periféricos,1,220.84,220.84,CLI-51751,Lima Norte,Alba Mar Flor Rivas
2024-04-21,Teclado Razer,Periféricos,9,417.58,3758.22,CLI-58052,Lima Norte,Jacobo del Agudo
2024-02-20,Monitor ASUS,Monitores,9,1836.15,16525.35,CLI-46743,Cusco,Celia Baños-Arroyo
2024-08-11,Auriculares Sony,Periféricos,3,782.99,2348.97,CLI-54141,Lima Centro,Paco Rocamora Nieto
2025-04-10,Teclado Logitech,Periféricos,3,308.13,924.39,CLI-30095,Lima Este,Albano Llopis Hierro
2024-12-23,Monitor LG,Monitores,1,1028.55,1028.55,CLI-62595,Lima Sur,Paco Rocamora Nieto
2024-12-18,Teclado Logitech,Periféricos,1,191.89,191.89,CLI-38765,Lima Este,Arturo Pinto Caballero
2025-01-09,SSD Samsung,Almacenamiento,8,464.58,3716.64,CLI-26102,Cusco,Toribio de Pinto
2025-07-16,Auriculares Bose,Periféricos,1,768.8,768.8,CLI-65950,Lima Centro,Javi Patiño-Cánovas
2024-01-16,Auriculares Bose,Periféricos,6,523.86,3143.16,CLI-17427,Lima Centro,Arturo Pinto Caballero
2025-08-24,Auriculares Bose,Periféricos,4,272.87,1091.48,CLI-32680,Lima Este,Jerónimo Pino Lerma
2024-05-19,Impresora Epson,Impresoras,5,1705.7,8528.5,CLI-32364,Lima Este,Albano Llopis Hierro
2025-11-08,Teclado Logitech,Periféricos,5,386.7,1933.5,CLI-27276,Lima Norte,Alba Mar Flor Rivas
2025-03-18,Impresora Epson,Impresoras,5,1133.52,5667.6,CLI-86221,Lima Norte,Ileana Antón-Andrés
2024-12-27,SSD Kingston,Almacenamiento,3,774.57,2323.71,CLI-96758,Lima Centro,Soraya Núñez Lamas
2024-12-28,Laptop Dell,Laptops,6,2821.69,16930.14,CLI-64209,Arequipa,Marco Donoso Hierro
2025-03-12,SSD Kingston,Almacenamiento,2,699.02,1398.04,CLI-72427,Piura,Pánfilo Segovia Casanovas
2024-03-01,Mouse Logitech,Periféricos,7,76.47,535.29,CLI-88737,Lima Centro,Arturo Pinto Caballero
2025-07-23,Laptop Dell,Laptops,7,4478.68,31350.76,CLI-80991,Lima Este,Marco Donoso Hierro
2024-02-05,SSD Kingston,Almacenamiento,3,673.17,2019.51,CLI-71493,Lima Centro,Pánfilo Segovia Casanovas
2025-06-08,Impresora HP,Impresoras,2,687.81,1375.62,CLI-51504,Lima Norte,Jerónimo Pino Lerma
2024-12-23,Auriculares Sony,Periféricos,7,712.46,4987.22,CLI-79963,Arequipa,Arturo Pinto Caballero
2025-01-24,Impresora HP,Impresoras,3,1915.45,5746.35,CLI-73631,Lima Este,Paco Rocamora Nieto
2024-10-30,SSD Kingston,Almacenamiento,10,661.65,6616.5,CLI-20001,Lima Centro,César Guerrero Vazquez
2025-10-09,Monitor LG,Monitores,2,946.12,1892.24,CLI-16179,Lima Sur,Felicidad Gallego Lasa
2024-09-24,SSD Kingston,Almacenamiento,9,225.18,2026.62,CLI-55436,Chiclayo,Rolando del Bernal
2024-08-25,Laptop Dell,Laptops,2,4999.28,9998.56,CLI-16485,Piura,Soraya Núñez Lamas
2024-04-08,Laptop Dell,Laptops,4,5790.45,23161.8,CLI-56205,LIMA SUR,Jerónimo Pino Lerma
2024-01-09,Mouse Logitech,Periféricos,6,94.55,567.3,CLI-51725,Lima Sur,Javi Patiño-Cánovas
2024-06-21,Monitor Samsung,Monitores,3,1098.35,3295.05,CLI-74517,Cusco,Arturo Pinto Caballero
2025-05-08,Teclado Razer,Periféricos,4,323.02,1292.08,CLI-33827,Lima Centro,Albano Llopis Hierro
2025-05-27,Auriculares Bose,Periféricos,5,394.55,1972.75,CLI-24809,Cusco,Jacobo del Agudo
2025-01-13,Webcam Logitech,Periféricos,6,458.29,2749.74,CLI-44166,Cusco,Paco Rocamora Nieto
2025-07-11,Teclado Logitech,Periféricos,1,376.94,376.94,CLI-35624,Lima Este,Soraya Núñez Lamas
2024-04-12,Mouse Razer,Periféricos,5,160.7,803.5,CLI-12427,Arequipa,Felicidad Gallego Lasa
2024-09-07,Impresora HP,Impresoras,8,1213.72,9709.76,CLI-86036,Trujillo,Albano Llopis Hierro
2024-09-05,Mouse Logitech,Periféricos,8,55.2,441.6,CLI-31785,Lima Norte,Ani Marcos Pardo
2025-12-03,Webcam Logitech,Periféricos,-9,457.96,4121.64,CLI-19354,Trujillo,Paco Rocamora Nieto
2025-03-14,SSD Kingston,Almacenamiento,8,354.43,2835.44,CLI-33810,Cusco,Rolando del Bernal
2024-07-20,Teclado Logitech,Periféricos,3,479.05,1437.15,CLI-88346,Trujillo,Rolando del Bernal
2025-08-31,Teclado Razer,Periféricos,5,173.99,869.95,CLI-75274,Piura,Pánfilo Segovia Casanovas
2024-10-01,Monitor ASUS,Monitores,-3,2350.48,7051.44,CLI-84349,Lima Centro,Albano Llopis Hierro
2025-11-23,SSD Samsung,Almacenamiento,2,731.49,1462.98,CLI-55782,Chiclayo,Ileana Antón-Andrés
2025-04-29,Monitor LG,Monitores,10,1027.5,10275.0,CLI-95736,Trujillo,Jerónimo Pino Lerma
2024-07-05,Monitor ASUS,Monitores,3,1807.3,5421.9,CLI-25338,Lima Sur,Pánfilo Segovia Casanovas
2024-04-17,SSD Samsung,Almacenamiento,4,225.22,900.88,CLI-87517,Trujillo,Pánfilo Segovia Casanovas
2024-04-30,Webcam Logitech,Periféricos,4,346.15,1384.6,CLI-70722,Lima Centro,Rolando del Bernal
2024-02-27,Monitor ASUS,Monitores,10,2028.62,20286.2,CLI-97042,Lima Centro,Buenaventura de Bonet
2025-03-20,SSD Samsung,Almacenamiento,7,245.6,1719.2,CLI-96932,Arequipa,Constanza del Barba
2024-06-07,Impresora HP,Impresoras,1,1434.09,1434.09,CLI-82250,Trujillo,César Guerrero Vazquez
2025-12-13,Teclado Logitech,Periféricos,4,389.54,1558.16,CLI-39233,Chiclayo,Buenaventura de Bonet
2025-03-13,Laptop Dell,Laptops,5,5656.43,28282.15,CLI-39419,Lima Centro,Ileana Antón-Andrés
2024-03-12,Laptop Lenovo,Laptops,3,7177.77,21533.31,CLI-22368,Lima Centro,Ileana Antón-Andrés
2025-11-11,Auriculares Bose,Periféricos,5,864.77,4323.85,CLI-24765,Trujillo,Marco Donoso Hierro
2024-11-05,Monitor LG,Monitores,7,1723.85,12066.95,CLI-80226,Piura,Celia Baños-Arroyo
2025-10-27,Mouse Razer,Periféricos,1,76.0,76.0,CLI-86395,Lima Sur,Felicidad Gallego Lasa
2024-12-03,Auriculares Sony,Periféricos,5,923.15,4615.75,CLI-17666,Cusco,Soraya Núñez Lamas
2025-12-09,Mouse Razer,Periféricos,3,259.29,777.87,CLI-98305,Lima Norte,Buenaventura de Bonet
2024-02-18,Webcam Logitech,Periféricos,3,406.51,1219.53,CLI-75860,Piura,Toribio de Pinto
2025-06-29,Impresora HP,Impresoras,8,791.28,6330.24,CLI-51114,Chiclayo,Pánfilo Segovia Casanovas
2025-06-21,Webcam Logitech,Periféricos,7,276.8,1937.6,CLI-62336,Arequipa,César Guerrero Vazquez
2024-10-06,SSD Samsung,Almacenamiento,3,330.63,991.89,CLI-96311,Lima Centro,César Guerrero Vazquez
2024-10-16,Monitor LG,Monitores,7,2174.73,15223.11,CLI-33467,Lima Sur,Paco Rocamora Nieto
2024-05-23,Monitor ASUS,Monitores,1,1319.59,1319.59,CLI-18383,Lima Norte,Soraya Núñez Lamas
2025-12-11,Monitor ASUS,Monitores,10,1229.99,12299.9,CLI-38437,Lima Sur,Soraya Núñez Lamas
2025-12-09,RAM Corsair,Componentes,9,562.67,5064.03,CLI-84495,Lima Sur,Ileana Antón-Andrés
2025-11-30,RAM Corsair,Componentes,10,350.93,3509.3,CLI-63248,Arequipa,Jerónimo Pino Lerma
